area,price,new/resale,price_negotiable,security_deposit,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,builder_experience,Rain Water Harvesting,Intercom,Car Parking,price_per_sqft,amenities_score,location_Ambegaon Budruk,location_Aundh,location_Balewadi,location_Baner,location_Bavdhan,location_Bhegade Aali,location_Bhugaon,location_Bhukum,location_Bibwewadi Kondhwa Road,location_Deccan Gymkhana,location_Dhanori,location_Erandwane,location_Fursungi,location_Gahunje,location_Guruwar Peth,location_Hadapsar,location_Hinjawadi Village,location_Hinjewadi,location_Kalewadi,location_Karve Nagar,location_Keshav Nagar,location_Kharadi,location_Kondhwa,location_Kothrud,location_Lohegaon,location_MAE Campus,location_Maan,location_Mohammed wadi,location_Moshi,location_Mundhwa,location_NIBM Annex Mohammadwadi,location_Narhe,location_Old Sangvi,location_Pan Card Club Road,location_Pashan,location_Pimple Gurav,location_Pimple Saudagar,location_Punawale,location_Shewalewadi,location_Shivaji Nagar,location_Tathawade,location_Undri,location_Viman Nagar,location_Vishrantwadi,location_Wadgaon Sheri,location_Wagholi,location_Wakad,location_Warje,facing_east,facing_north,facing_northeast,facing_south,facing_southeast,facing_west
851,4500000,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,8.0,89.5,0.0,0.0,0.0,5287.896592244419,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
900,5000000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.8,89.5,0.0,0.0,0.0,5555.555555555556,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
730,5000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8.8,89.5,0.0,0.0,0.0,6849.315068493151,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1840,8153000,0,1,1,0,10,1,1,1,0,0,0,1,0,0,1,9.2,52.0,0.0,0.0,1.0,4430.978260869565,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
750,6158000,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,8.2,123.0,0.0,0.0,1.0,8210.666666666666,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1870,7684000,1,1,1,0,2,1,1,1,1,1,1,1,1,0,1,8.3,123.0,1.0,1.0,1.0,4109.090909090909,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
720,5400000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.1,89.5,0.0,0.0,0.0,7500.0,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
483,2450000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.3,89.5,0.0,0.0,0.0,5072.463768115942,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1325,11500000,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,8.8,89.5,0.0,0.0,0.0,8679.245283018869,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
900,4800000,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,8.8,39.0,0.0,0.0,1.0,5333.333333333333,5.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
689,6000000,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,8.4,89.5,0.0,1.0,0.0,8708.272859216255,7.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
575,1950000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.8,89.5,0.0,0.0,0.0,3391.304347826087,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1300,10000000,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,8.8,89.5,0.0,0.0,1.0,7692.307692307692,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1800,14500000,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,9.4,123.0,0.0,0.0,1.0,8055.555555555556,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
400,6650000,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,8.8,89.5,0.0,0.0,1.0,16625.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
851,4500000,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,8.0,89.5,0.0,0.0,0.0,5287.896592244419,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
750,4200000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,89.5,0.0,0.0,0.0,5600.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160,3500000,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,9.3,89.5,0.0,0.0,1.0,21875.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
699,3500000,0,0,1,0,3,1,1,0,1,1,1,1,1,0,0,8.8,89.5,0.0,0.0,0.0,5007.153075822604,7.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
660,3400000,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7.6,89.5,0.0,0.0,0.0,5151.515151515152,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
700,3400000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.0,22.0,0.0,0.0,1.0,4857.142857142857,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2333,40000000,0,1,1,0,50,0,0,0,0,0,0,0,0,0,0,8.8,89.5,0.0,0.0,0.0,17145.306472353193,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
900,2500000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0,89.5,0.0,0.0,0.0,2777.777777777778,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
550,1800000,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,8.8,89.5,0.0,0.0,0.0,3272.7272727272725,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
600,1500000,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,8.8,89.5,0.0,0.0,0.0,2500.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
600,1000000,0,1,1,0,14,0,1,0,1,0,1,1,0,1,1,8.9,89.5,0.0,0.0,0.0,1666.6666666666667,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
940,5400000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.8,89.5,0.0,0.0,0.0,5744.68085106383,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2025,9900000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.8,89.5,0.0,0.0,0.0,4888.888888888889,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
700,3100000,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,8.0,89.5,0.0,0.0,0.0,4428.571428571428,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1920,9800000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.8,89.5,0.0,0.0,0.0,5104.166666666667,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1722,27500000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8.9,89.5,0.0,0.0,0.0,15969.80255516841,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
692,3000000,0,0,1,0,8,1,1,1,1,1,1,1,0,1,0,8.0,123.0,1.0,0.0,1.0,4335.260115606937,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
780,3509220,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,8.6,20.0,1.0,1.0,1.0,4499.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
896,4031104,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,8.6,20.0,1.0,1.0,1.0,4499.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
976,4391024,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,8.6,20.0,1.0,1.0,1.0,4499.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1380,8694000,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,8.9,123.0,1.0,0.0,1.0,6300.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1384,8719200,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,8.9,123.0,1.0,0.0,1.0,6300.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1558,9503800,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,8.9,123.0,1.0,0.0,1.0,6100.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1565,9546500,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,8.9,123.0,1.0,0.0,1.0,6100.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1245,5601255,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,8.6,20.0,1.0,1.0,1.0,4499.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
662,3044538,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,8.0,2022.0,1.0,1.0,1.0,4599.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
660,3035340,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,8.0,2022.0,1.0,1.0,1.0,4599.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
686,4500000,0,0,1,0,7,1,1,1,1,1,1,1,0,1,0,8.0,25.0,1.0,0.0,1.0,6559.766763848396,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
643,1986870,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,8.8,89.5,0.0,0.0,0.0,3090.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
897,2771730,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,8.8,89.5,0.0,0.0,0.0,3090.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
947,2926230,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,8.8,89.5,0.0,0.0,0.0,3090.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
610,2745000,1,1,1,0,2,0,1,1,0,1,1,0,0,1,0,8.4,123.0,1.0,0.0,1.0,4500.0,7.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
650,2925000,1,1,1,0,2,0,1,1,0,1,1,0,0,1,0,8.4,123.0,1.0,0.0,1.0,4500.0,7.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
890,4005000,1,1,1,0,2,0,1,1,0,1,1,0,0,1,0,8.4,123.0,1.0,0.0,1.0,4500.0,7.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1040,4680000,1,1,1,0,2,0,1,1,0,1,1,0,0,1,0,8.4,123.0,1.0,0.0,1.0,4500.0,7.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1045,4702500,1,1,1,0,2,0,1,1,0,1,1,0,0,1,0,8.4,123.0,1.0,0.0,1.0,4500.0,7.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
